alive_array,cells_alive,cells_dead,cells_dont_know,mitocohondria_distribution_array,mitocohondria_distribution_notsure,mitocohondria_grouped,mitocohondria_scattered,multinuclei,multinuclei_array,release_array,release_yes,remarks,task
"[[u'dead', 110, 354], [u'dead', 39, 276], [u'dead', 91, 259], [u'dead', 201, 208], [u'dead', 213, 123], [u'dead', 399, 57], [u'dead', 309, 364]]",0,7,0,"[[u'grouped', 113, 359], [u'grouped', 44, 281], [u'grouped', 133, 236], [u'grouped', 215, 188], [u'grouped', 215, 103], [u'grouped', 416, 42], [u'grouped', 323, 378]]",7,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-13
"[[u'alive', 450, 366]]",1,0,0,"[[u'grouped', 493, 310]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-2
"[[u'alive', 420, 336]]",1,0,0,"[[u'grouped', 444, 316]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-33
"[[u'dead', 111, 361], [u'dead', 21, 280], [u'dead', 106, 242], [u'dead', 216, 172], [u'dead', 223, 116], [u'dead', 392, 51], [u'dead', 323, 372]]",0,7,0,"[[u'grouped', 106, 361], [u'grouped', 33, 276], [u'grouped', 99, 229], [u'grouped', 313, 370], [u'grouped', 208, 184], [u'grouped', 215, 119], [u'grouped', 398, 42]]",7,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-12
"[[u'alive', 439, 360]]",1,0,0,"[[u'grouped', 488, 342]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-38
"[[u'alive', 499, 378]]",1,0,0,"[[u'grouped', 468, 366]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-39
"[[u'alive', 459, 331]]",1,0,0,"[[u'grouped', 506, 312]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-30-47
"[[u'alive', 55, 328], [u'alive', 126, 350], [u'alive', 174, 319], [u'alive', 376, 343], [u'alive', 401, 269], [u'alive', 452, 351], [u'alive', 70, 29], [u'alive', 471, 243], [u'alive', 454, 121], [u'alive', 517, 385], [u'alive', 202, 321]]",11,0,0,"[[u'grouped', 178, 330], [u'grouped', 450, 239], [u'grouped', 448, 118], [u'grouped', 161, 357], [u'grouped', 87, 378], [u'grouped', 52, 334], [u'grouped', 389, 357], [u'grouped', 391, 299], [u'grouped', 462, 366], [u'grouped', 59, 60], [u'grouped', 242, 366]]",11,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-30-3
"[[u'alive', 457, 366]]",1,0,0,"[[u'grouped', 483, 384]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-23
"[[u'alive', 450, 359]]",1,0,0,"[[u'grouped', 484, 315]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-25
"[[u'alive', 424, 381]]",1,0,0,"[[u'grouped', 488, 360]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-28
"[[u'alive', 424, 357]]",1,0,0,"[[u'grouped', 437, 358]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-3-12
"[[u'alive', 493, 370]]",1,0,0,"[[u'grouped', 461, 309]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-3-20
"[[u'alive', 467, 312]]",1,0,0,"[[u'grouped', 488, 380]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-15
"[[u'dead', 46, 284], [u'dead', 113, 366], [u'dead', 107, 262], [u'dead', 208, 201], [u'dead', 206, 153], [u'dead', 389, 55], [u'dead', 327, 379]]",0,7,0,"[[u'grouped', 105, 359], [u'grouped', 92, 266], [u'grouped', 46, 271], [u'grouped', 217, 198], [u'grouped', 223, 144], [u'grouped', 383, 62], [u'grouped', 322, 390]]",7,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-38
"[[u'dead', 171, 370], [u'dead', 151, 215], [u'dead', 187, 276], [u'dead', 231, 241], [u'dead', 282, 277], [u'dead', 352, 314], [u'dead', 431, 335], [u'dead', 387, 296], [u'dead', 380, 224], [u'dead', 323, 175], [u'dead', 281, 111], [u'dead', 224, 137], [u'dead', 143, 97], [u'dead', 162, 55], [u'dead', 464, 43]]",0,15,0,"[[u'grouped', 161, 40], [u'grouped', 141, 91], [u'grouped', 155, 204], [u'grouped', 189, 273], [u'grouped', 235, 234], [u'grouped', 216, 138], [u'grouped', 303, 111], [u'grouped', 336, 181], [u'grouped', 288, 280], [u'grouped', 363, 316], [u'grouped', 390, 286], [u'grouped', 375, 218], [u'grouped', 439, 332], [u'grouped', 453, 38], [u'grouped', 156, 368]]",15,0,0,0,[],"[[u'release', 251, 148], [u'release', 376, 231]]",2,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-17
"[[u'alive', 483, 361]]",1,0,0,"[[u'grouped', 486, 338]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-48
"[[u'alive', 469, 336]]",1,0,0,"[[u'grouped', 477, 374]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-33-16
"[[u'alive', 430, 336]]",1,0,0,"[[u'grouped', 474, 364]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-18
"[[u'alive', 480, 381]]",1,0,0,"[[u'grouped', 459, 310]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-1
"[[u'alive', 25, 329], [u'alive', 382, 283], [u'alive', 381, 345], [u'alive', 456, 366], [u'alive', 164, 369], [u'alive', 87, 21], [u'dead', 125, 316], [u'dead', 466, 259], [u'dead', 435, 107], [u'dead', 191, 347]]",6,4,0,"[[u'grouped', 433, 107], [u'grouped', 465, 247], [u'grouped', 205, 346], [u'grouped', 118, 324], [u'scattered', 445, 358], [u'scattered', 407, 331], [u'scattered', 415, 272], [u'scattered', 167, 370], [u'scattered', 53, 321], [u'scattered', 43, 60]]",10,0,0,0,[],"[[u'release', 467, 67], [u'release', 493, 12]]",2,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-30-6
"[[u'alive', 465, 343]]",1,0,0,"[[u'grouped', 459, 335]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-24
"[[u'alive', 442, 356]]",1,0,0,"[[u'grouped', 481, 361]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-27
"[[u'alive', 390, 322]]",1,0,0,"[[u'grouped', 491, 356]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-29
"[[u'alive', 448, 378]]",1,0,0,"[[u'grouped', 476, 324]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-37
"[[u'dead', 323, 372], [u'dead', 400, 63], [u'dead', 221, 172], [u'dead', 226, 131], [u'dead', 112, 255], [u'dead', 109, 373], [u'dead', 36, 292], [u'dead', 14, 226]]",0,8,0,"[[u'grouped', 116, 347], [u'grouped', 39, 291], [u'grouped', 17, 243], [u'grouped', 108, 264], [u'grouped', 325, 381], [u'grouped', 205, 180], [u'grouped', 215, 153], [u'grouped', 403, 40]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-24
"[[u'alive', 475, 338]]",1,0,0,"[[u'grouped', 472, 301]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-3-13
"[[u'alive', 467, 344]]",1,0,0,"[[u'grouped', 491, 335]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-45
"[[u'alive', 456, 347]]",1,0,0,"[[u'grouped', 483, 349]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-47
"[[u'alive', 494, 326]]",1,0,0,"[[u'grouped', 458, 322]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-49
"[[u'alive', 420, 290]]",1,0,0,"[[u'grouped', 476, 294]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-6
"[[u'alive', 454, 367]]",1,0,0,"[[u'grouped', 463, 331]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-30
"[[u'alive', 452, 363]]",1,0,0,"[[u'grouped', 457, 325]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-34
"[[u'dead', 376, 362], [u'dead', 392, 277], [u'dead', 485, 281], [u'dead', 464, 137], [u'dead', 255, 286], [u'dead', 170, 327], [u'dead', 120, 323], [u'dead', 41, 342], [u'dead', 69, 44], [u'dead', 479, 386]]",0,10,0,"[[u'grouped', 63, 331], [u'grouped', 126, 310], [u'grouped', 172, 318], [u'grouped', 237, 281], [u'grouped', 366, 359], [u'grouped', 387, 270], [u'grouped', 487, 268], [u'grouped', 474, 386], [u'grouped', 453, 118], [u'grouped', 74, 51]]",10,0,0,0,[],"[[u'release', 507, 118], [u'release', 59, 51]]",2,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-30-31
"[[u'alive', 477, 295]]",1,0,0,"[[u'grouped', 460, 341]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-44
"[[u'alive', 413, 340]]",1,0,0,"[[u'grouped', 466, 360]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-46
"[[u'alive', 428, 367]]",1,0,0,"[[u'grouped', 484, 390]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-48
"[[u'alive', 415, 304]]",1,0,0,"[[u'grouped', 450, 341]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-3-14
"[[u'alive', 430, 363]]",1,0,0,"[[u'grouped', 477, 323]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-3-17
"[[u'alive', 89, 175], [u'alive', 121, 261], [u'alive', 13, 213], [u'alive', 135, 335], [u'alive', 215, 170], [u'alive', 322, 374], [u'dead', 267, 204], [u'dead', 356, 90]]",6,2,0,"[[u'grouped', 263, 197], [u'grouped', 334, 104], [u'scattered', 315, 376], [u'scattered', 134, 337], [u'scattered', 118, 282], [u'scattered', 62, 197], [u'scattered', 31, 223], [u'scattered', 202, 165]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-3
"[[u'alive', 458, 339]]",1,0,0,"[[u'grouped', 455, 343]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-3-18
"[[u'alive', 475, 371]]",1,0,0,"[[u'grouped', 473, 326]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-8
"[[u'dead', 333, 370], [u'dead', 393, 50], [u'dead', 220, 172], [u'dead', 221, 151], [u'dead', 97, 273], [u'dead', 47, 289], [u'dead', 26, 257], [u'dead', 113, 345]]",0,8,0,"[[u'grouped', 104, 365], [u'grouped', 73, 320], [u'grouped', 23, 249], [u'grouped', 92, 257], [u'grouped', 186, 222], [u'grouped', 210, 144], [u'grouped', 374, 74], [u'grouped', 324, 365]]",8,0,0,0,[],"[[u'release', 138, 371], [u'release', 70, 302], [u'release', 22, 234], [u'release', 220, 198], [u'release', 223, 169], [u'release', 383, 60]]",6,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-47
"[[u'alive', 442, 368]]",1,0,0,"[[u'grouped', 472, 352]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-7
"[[u'alive', 477, 339]]",1,0,0,"[[u'grouped', 453, 304]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-10
"[[u'alive', 118, 238], [u'dead', 137, 380], [u'dead', 314, 367], [u'dead', 222, 160], [u'dead', 220, 98], [u'dead', 367, 76], [u'dead', 8, 242], [u'dead', 40, 293]]",1,7,0,"[[u'grouped', 97, 354], [u'grouped', 300, 366], [u'grouped', 21, 292], [u'grouped', 208, 160], [u'grouped', 230, 92], [u'grouped', 353, 62], [u'scattered', 142, 285], [u'scattered', 16, 210]]",8,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-8
"[[u'alive', 485, 297], [u'alive', 485, 297]]",2,0,0,"[[u'grouped', 475, 317], [u'grouped', 475, 319]]",2,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-21
"[[u'alive', 508, 323]]",1,0,0,"[[u'grouped', 489, 309]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-31
"[[u'alive', 498, 369]]",1,0,0,"[[u'grouped', 487, 337]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-32
"[[u'alive', 496, 336]]",1,0,0,"[[u'grouped', 466, 295]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-4
"[[u'alive', 481, 352]]",1,0,0,"[[u'grouped', 479, 337]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-5
"[[u'alive', 460, 346]]",1,0,0,"[[u'grouped', 455, 324]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-3-27
"[[u'alive', 457, 356]]",1,0,0,"[[u'grouped', 470, 368]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-8
"[[u'alive', 440, 364]]",1,0,0,"[[u'grouped', 464, 306]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-3-30
"[[u'alive', 479, 364]]",1,0,0,"[[u'grouped', 463, 325]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-33-11
"[[u'alive', 483, 347]]",1,0,0,"[[u'grouped', 467, 384]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-33-1
"[[u'alive', 500, 353]]",1,0,0,"[[u'grouped', 471, 315]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-33-22
"[[u'alive', 489, 330]]",1,0,0,"[[u'grouped', 472, 310]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-11
"[[u'dead', 308.3999938964844, 344.55999755859375], [u'dead', 158.8000030517578, 360.55999755859375], [u'dead', 67.5999984741211, 350.1600036621094], [u'dead', 42.79999923706055, 299.7599792480469], [u'dead', 122.79999542236328, 294.9599914550781], [u'dead', 201.1999969482422, 239.75999450683594], [u'dead', 90, 217.36000061035156], [u'dead', 217.1999969482422, 174.95999145507812], [u'dead', 285.1999816894531, 168.55999755859375], [u'dead', 397.1999816894531, 203.75999450683594], [u'dead', 477.1999816894531, 222.1599884033203], [u'dead', 435.5999755859375, 26.31999969482422], [u'dead', 332.3999938964844, 71.1199951171875], [u'dead', 386.79998779296875, 113.5199966430664], [u'dead', 227.59999084472656, 53.52000045776367], [u'dead', 187.59999084472656, 48.71999740600586], [u'dead', 199.59999084472656, 111.91999816894531], [u'dead', 122, 65.5199966430664], [u'dead', 37.20000076293945, 131.1199951171875], [u'dead', 114, 151.9199981689453]]",0,20,0,"[[u'grouped', 79.5999984741211, 344.55999755859375], [u'grouped', 156.39999389648438, 357.3599853515625], [u'grouped', 300.3999938964844, 335.7599792480469], [u'grouped', 466.79998779296875, 214.1599884033203], [u'grouped', 385.1999816894531, 197.36000061035156], [u'grouped', 293.1999816894531, 165.36000061035156], [u'grouped', 212.39999389648438, 174.95999145507812], [u'grouped', 193.1999969482422, 238.1599884033203], [u'grouped', 87.5999984741211, 222.95999145507812], [u'grouped', 25.19999885559082, 298.9599914550781], [u'grouped', 119.5999984741211, 295.7599792480469], [u'grouped', 35.599998474121094, 130.3199920654297], [u'grouped', 112.39999389648438, 149.52000427246094], [u'grouped', 114, 62.31999969482422], [u'grouped', 182, 46.31999969482422], [u'grouped', 232.39999389648438, 39.119998931884766], [u'grouped', 213.1999969482422, 107.91999816894531], [u'grouped', 336.3999938964844, 59.91999816894531], [u'grouped', 384.3999938964844, 115.91999816894531], [u'grouped', 432.3999938964844, 14.319999694824219]]",20,0,0,0,[],"[[u'release', 68.4000015258789, 357.3599853515625], [u'release', 34, 294.9599914550781], [u'release', 115.5999984741211, 299.7599792480469], [u'release', 154, 361.3599853515625], [u'release', 302, 340.55999755859375], [u'release', 472.3999938964844, 213.44000244140625], [u'release', 396.3999938964844, 202.239990234375], [u'release', 390.79998779296875, 123.04000091552734], [u'release', 341.1999816894531, 73.43999481201172], [u'release', 212.39999389648438, 179.83999633789062], [u'release', 110.79999542236328, 157.44000244140625], [u'release', 33.20000076293945, 135.83999633789062], [u'release', 123.5999984741211, 66.23999786376953], [u'release', 186, 46.31999969482422], [u'release', 234, 46.31999969482422], [u'release', 202, 106.31999969482422]]",16,Outros aspetos...,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-50-30
"[[u'dead', 166, 355], [u'dead', 84, 348], [u'dead', 127, 293], [u'dead', 32, 295], [u'dead', 108, 204], [u'dead', 132, 136], [u'dead', 49, 133], [u'dead', 122, 76], [u'dead', 175, 53], [u'dead', 233, 48], [u'dead', 205, 99], [u'dead', 210, 166], [u'dead', 209, 229], [u'dead', 317, 349], [u'dead', 286, 177], [u'dead', 375, 189], [u'dead', 374, 128], [u'dead', 342, 84], [u'dead', 424, 15], [u'dead', 462, 217], [u'dead', 509, 363]]",0,21,0,"[[u'grouped', 283, 313], [u'grouped', 168, 355], [u'grouped', 77, 344], [u'grouped', 130, 294], [u'grouped', 26, 291], [u'grouped', 81, 214], [u'grouped', 111, 144], [u'grouped', 20, 123], [u'grouped', 114, 72], [u'grouped', 172, 37], [u'grouped', 222, 32], [u'grouped', 204, 103], [u'grouped', 207, 173], [u'grouped', 198, 239], [u'grouped', 276, 161], [u'grouped', 336, 61], [u'grouped', 397, 119], [u'grouped', 375, 195], [u'grouped', 457, 201], [u'grouped', 501, 14], [u'grouped', 444, 17]]",21,0,0,0,[],"[[u'release', 508, 337], [u'release', 474, 211], [u'release', 373, 95], [u'release', 341, 58], [u'release', 229, 158], [u'release', 221, 95], [u'release', 232, 41], [u'release', 48, 113], [u'release', 83, 210], [u'release', 30, 293], [u'release', 67, 352], [u'release', 105, 295], [u'release', 272, 324]]",13,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-50-35
"[[u'dead', 310, 336], [u'dead', 165, 362], [u'dead', 84, 340], [u'dead', 130, 299], [u'dead', 45, 300], [u'dead', 94, 216], [u'dead', 107, 149], [u'dead', 41, 127], [u'dead', 135, 55], [u'dead', 185, 58], [u'dead', 219, 57], [u'dead', 203, 114], [u'dead', 208, 163], [u'dead', 207, 228], [u'dead', 282, 165], [u'dead', 345, 57], [u'dead', 381, 122], [u'dead', 388, 192], [u'dead', 460, 218], [u'dead', 446, 33], [u'dead', 486, 15], [u'dead', 499, 347]]",0,22,0,"[[u'grouped', 306, 341], [u'grouped', 162, 356], [u'grouped', 90, 340], [u'grouped', 125, 298], [u'grouped', 32, 294], [u'grouped', 99, 219], [u'grouped', 103, 152], [u'grouped', 36, 131], [u'grouped', 118, 59], [u'grouped', 181, 47], [u'grouped', 223, 34], [u'grouped', 202, 90], [u'grouped', 216, 163], [u'grouped', 193, 241], [u'grouped', 285, 170], [u'grouped', 353, 65], [u'grouped', 400, 24], [u'grouped', 425, 25], [u'grouped', 385, 126], [u'grouped', 390, 187], [u'grouped', 446, 204], [u'grouped', 512, 358]]",22,0,0,0,[],"[[u'release', 511, 341], [u'release', 284, 326], [u'release', 160, 357], [u'release', 121, 308], [u'release', 39, 294], [u'release', 93, 228], [u'release', 83, 109], [u'release', 115, 72], [u'release', 213, 47], [u'release', 204, 172], [u'release', 293, 161], [u'release', 344, 72], [u'release', 391, 123], [u'release', 455, 47], [u'release', 496, 26]]",15,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-50-36
"[[u'dead', 167, 359], [u'dead', 81, 362], [u'dead', 142, 283], [u'dead', 47, 291], [u'dead', 89, 236], [u'dead', 123, 158], [u'dead', 62, 132], [u'dead', 118, 84], [u'dead', 195, 60], [u'dead', 230, 63], [u'dead', 243, 19], [u'dead', 202, 105], [u'dead', 213, 164], [u'dead', 189, 228], [u'dead', 302, 341], [u'dead', 408, 183], [u'dead', 298, 155], [u'dead', 371, 107], [u'dead', 346, 68], [u'dead', 408, 10], [u'dead', 437, 37], [u'dead', 465, 197], [u'dead', 498, 347]]",0,23,0,"[[u'grouped', 324, 340], [u'grouped', 152, 355], [u'grouped', 137, 294], [u'grouped', 97, 339], [u'grouped', 43, 291], [u'grouped', 86, 214], [u'grouped', 132, 127], [u'grouped', 48, 143], [u'grouped', 104, 52], [u'grouped', 193, 38], [u'grouped', 210, 51], [u'grouped', 242, 9], [u'grouped', 221, 111], [u'grouped', 205, 165], [u'grouped', 214, 225], [u'grouped', 293, 164], [u'grouped', 403, 207], [u'grouped', 451, 224], [u'grouped', 514, 349], [u'grouped', 389, 112], [u'grouped', 346, 52], [u'grouped', 409, 10], [u'grouped', 425, 29]]",23,0,0,0,[],"[[u'release', 488, 323], [u'release', 480, 219], [u'release', 281, 190], [u'release', 268, 328], [u'release', 139, 286], [u'release', 28, 265], [u'release', 86, 190], [u'release', 85, 119], [u'release', 122, 83], [u'release', 196, 69], [u'release', 266, 36], [u'release', 204, 135], [u'release', 341, 76], [u'release', 363, 113], [u'release', 436, 32], [u'release', 483, 34]]",16,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-50-48
"[[u'alive', 502, 355]]",1,0,0,"[[u'grouped', 472, 359]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-14
"[[u'dead', 118, 352], [u'dead', 30, 282], [u'dead', 106, 246], [u'dead', 218, 179], [u'dead', 218, 122], [u'dead', 404, 38], [u'dead', 323, 370]]",0,7,0,"[[u'grouped', 105, 358], [u'grouped', 35, 278], [u'grouped', 100, 239], [u'grouped', 210, 189], [u'grouped', 226, 125], [u'grouped', 389, 50], [u'grouped', 308, 369]]",7,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-31-13
"[[u'alive', 442, 309]]",1,0,0,"[[u'grouped', 479, 331]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-16
"[[u'alive', 487, 282]]",1,0,0,"[[u'grouped', 478, 281]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-23
"[[u'alive', 493, 343], [u'alive', 493, 343]]",2,0,0,"[[u'grouped', 476, 330], [u'grouped', 476, 333]]",2,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-24
"[[u'alive', 466, 324]]",1,0,0,"[[u'grouped', 507, 359]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-25
"[[u'alive', 502, 302]]",1,0,0,"[[u'grouped', 498, 294]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-26
"[[u'alive', 492, 331]]",1,0,0,"[[u'grouped', 484, 305]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-28
"[[u'alive', 498, 325]]",1,0,0,"[[u'grouped', 472, 348]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-3-22
"[[u'alive', 458, 318]]",1,0,0,"[[u'grouped', 478, 354]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-2
"[[u'alive', 512, 354]]",1,0,0,"[[u'grouped', 477, 382]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-30
"[[u'alive', 509, 344]]",1,0,0,"[[u'grouped', 485, 350]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-35
"[[u'alive', 496, 362]]",1,0,0,"[[u'grouped', 486, 343]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-39
"[[u'alive', 502, 381]]",1,0,0,"[[u'grouped', 478, 353]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-43
"[[u'alive', 490, 358]]",1,0,0,"[[u'grouped', 484, 360]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-32-47
"[[u'alive', 460, 272]]",1,0,0,"[[u'grouped', 467, 346]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-35-17
"[[u'alive', 400, 304]]",1,0,0,"[[u'grouped', 473, 333]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-35-1
"[[u'alive', 438, 351]]",1,0,0,"[[u'grouped', 476, 302]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-35-21
"[[u'alive', 486, 326]]",1,0,0,"[[u'grouped', 465, 325]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-35-24
"[[u'alive', 427, 292]]",1,0,0,"[[u'grouped', 475, 290]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-35-37
"[[u'alive', 477, 339]]",1,0,0,"[[u'grouped', 445, 351]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-35-39
"[[u'alive', 374, 336]]",1,0,0,"[[u'grouped', 456, 374]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-35-41
"[[u'alive', 415, 322]]",1,0,0,"[[u'grouped', 479, 360]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-35-43
"[[u'alive', 403, 321]]",1,0,0,"[[u'grouped', 479, 294]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-35-46
"[[u'alive', 486, 331]]",1,0,0,"[[u'grouped', 472, 348]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-35-5
"[[u'alive', 474, 368]]",1,0,0,"[[u'grouped', 452, 355]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-35-9
"[[u'alive', 444, 316]]",1,0,0,"[[u'grouped', 478, 348]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-36-10
"[[u'alive', 449, 367]]",1,0,0,"[[u'grouped', 479, 378]]",1,0,0,0,[],[],0,,http://pybossa.socientize.eu/cellspotting/static/img/input/feb2013-36-13
